sex,Age,Married,Number_children,education_level,total_members,income,Happy?,gained_asset,durable_asset,save_asset,Total Asset,living_expenses,other_expenses,Total Expenses,depressed
1,44,0,1,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,3,14,5,30028818,0,37172832,29868665,23399979,90441476,1414691,2162075,3576766,0
1,43,1,4,10,6,96759529,0,82606287,38997427,23399979,145003693,20019212,36194736,56213948,0
0,60,0,0,6,1,40038425,0,28912201,26825745,23222287,78960233,26692283,3203074,29895357,0
1,26,1,2,9,4,12465296,0,14251147,28010883,12812296,55074326,22648401,28507359,51155760,0
1,20,1,1,7,3,36034581,0,20651573,20499673,24023056,65174302,17616907,25720684,43337591,0
1,27,1,3,10,5,46711493,0,82606287,17616907,23399979,123623173,46711493,35458031,82169524,0
1,20,1,1,11,3,31763819,0,24612654,41671994,24023054,90307702,86483002,28026897,114509899,0
1,29,0,0,10,1,11210759,0,87776993,18737982,23399979,129914954,89419144,21300442,110719586,0
1,23,1,1,10,3,25090746,0,22375139,23782825,23399979,69557943,60724945,22869947,83594892,0
1,27,1,6,7,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,30,1,2,9,4,45376883,0,53010906,20019212,19218445,92248563,33365355,34673275,68038630,0
1,56,1,7,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,0,3,9,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,33,1,4,10,6,78742232,0,82606287,10730298,23399979,116736564,46711493,38116581,84828074,0
1,26,1,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,24,1,1,17,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,32,1,4,12,6,1040999,0,82606287,52049953,80076847,214733087,57388411,17520815,74909226,0
1,35,1,6,9,9,96092224,1,66401184,15374756,32030739,113806679,66730708,25464437,92195145,1
1,39,1,7,12,12,74738393,1,16521257,33231894,3203074,52956225,27359591,95739883,123099474,1
1,46,1,2,7,5,66730709,0,47951096,94170372,23399979,165521447,33365355,83279924,116645279,0
1,26,1,5,9,7,22955363,0,28912201,20259444,23399979,72571624,25891516,15374755,41266271,0
1,54,1,0,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,33,1,3,10,5,53384566,1,61272449,22982056,23399979,107654484,14680755,52930798,67611553,1
1,24,1,3,11,5,19485367,0,16521257,32190894,64061478,112773629,16015369,10089683,26105052,0
1,23,1,4,8,6,6406148,1,30635769,55253025,23399979,109288773,72069162,18257523,90326685,1
1,24,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,28,1,4,10,6,10676913,0,41410913,17128438,23399979,81939330,26692283,10249837,36942120,0
1,29,1,3,7,5,30028818,0,41303144,28026898,23399979,92730021,51382647,33632278,85014925,0
1,26,0,4,10,6,26692283,0,28912201,20515689,6406148,55834038,50715337,15855216,66570553,0
1,25,1,2,9,4,30429204,0,45433456,25832791,28827665,100093912,17750368,47501587,65251955,0
1,40,1,7,9,9,18684598,0,86053429,12011527,23399979,121464935,40038424,28219082,68257506,0
1,42,1,4,12,6,18684597,0,11187569,17761046,23399979,52348594,30696127,89686069,120382196,0
1,76,1,0,10,2,10276529,0,41303144,32831509,23399979,97534632,26692283,12812296,39504579,0
1,26,1,3,7,5,26692283,0,65401855,15614986,88084534,169101375,5939033,22261364,28200397,0
1,20,1,1,10,3,53384566,0,97761192,17696983,23399979,138858154,96092218,14413833,110506051,0
1,26,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,19,1,2,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,20,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,3,10,5,22288055,0,40997882,10810374,23399979,75208235,56053796,12331835,68385631,0
1,22,1,1,10,3,28026898,0,28912201,1297245,23399979,53609425,66730709,28347204,95077913,0
1,29,1,2,11,4,36034582,0,82606287,10890452,23399979,116896718,40038424,31181925,71220349,0
1,81,0,0,1,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,54,1,7,9,9,12612103,1,12178716,257367,19218445,31654528,3203074,28203066,31406140,1
1,39,0,1,6,3,61392255,0,24781887,21700827,24023054,70505768,2669229,16816139,19485368,0
1,27,1,3,14,5,53384566,1,16316304,75752698,97693756,189762758,10009606,90486839,100496445,1
1,24,1,2,10,4,10676913,0,19620555,21989104,23399979,65009638,24023056,11675204,35698260,0
1,37,1,5,9,7,60057635,0,35007062,19298521,3203074,57508657,54185338,33440094,87625432,0
1,46,1,3,8,5,10943837,0,10429825,43113376,32030739,85573940,1975229,22485579,24460808,0
1,22,1,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,2,10,4,1601537,0,49563774,17216522,23399979,90180275,13346142,12732219,26078361,0
1,19,1,2,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,35,0,3,10,5,52049952,0,52667108,23542593,17937214,94146915,1601537,80076847,81678384,0
1,39,1,5,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,49,1,1,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,42,1,5,9,9,53384566,0,28912201,18737982,23399979,71050162,1601537,36034582,37636119,0
1,28,1,3,5,5,54719181,0,54078564,46844958,23399979,124323501,58723021,23542593,82265614,0
1,33,1,3,10,5,3203074,0,25162625,10922482,3843689,39928796,28026898,29147974,57174872,0
1,26,1,3,9,5,33365355,0,45433456,27626514,23399979,96459949,36034582,39285702,75320284,0
1,39,1,4,9,6,26692283,0,41303146,1040999,23399979,65744124,26692283,31069818,57762101,0
1,22,1,3,10,6,14680755,0,89500557,12331835,23399979,125232371,62459946,33472122,95932068,0
1,20,1,2,9,4,16415755,0,82606287,13885326,23399979,119891592,65396094,92889147,158285241,0
1,28,1,2,5,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,26,1,7,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,27,1,2,10,4,25090746,0,19207828,21156303,80076847,120440978,16015369,25336315,41351684,0
1,33,1,2,10,4,10276529,1,28912201,14814217,3203074,46929492,19351906,12892373,32244279,1
1,21,1,2,10,4,45376883,0,53010906,9689299,23399979,86100184,21353827,3074951,24428778,0
1,35,1,7,10,9,22421517,0,12390944,70467628,23399979,106258551,66730708,56694408,123425116,0
1,47,1,2,5,4,13346142,1,82606287,18337599,23399979,124343865,36701891,2162075,38863966,1
1,53,1,7,9,10,16015369,0,15077211,162556,23399979,38639746,6005764,15214602,21220366,0
1,36,1,3,10,5,23489211,0,24781887,23302364,23399979,71484230,32964969,19698906,52663875,0
1,40,0,2,10,3,20019213,0,43026714,13773218,23399979,80199911,23008747,58936562,81945309,0
1,56,0,2,8,5,46711493,0,17968733,1383728,23399979,42752440,26291898,1705637,27997535,0
1,27,1,4,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,2,3,4,48046112,0,41303144,72869934,23399979,137573057,24023056,80076847,104099903,0
1,32,0,4,10,5,19044944,0,53010906,49167187,23399979,125578072,12678834,16816139,29494973,0
1,86,0,0,1,1,30028818,0,82606287,11531066,23399979,117537332,36034581,44843035,80877616,0
1,57,0,4,6,6,30028818,0,82606287,25624592,23399979,131630858,42707652,18577829,61285481,0
1,27,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,19,1,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,68,1,0,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,28,1,3,7,5,53384566,0,37172832,1937059,23399979,62509870,46711496,411595,47123091,0
1,52,1,4,3,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,21,1,2,10,4,18684598,0,28912201,39237656,23399979,91549836,20019212,43241501,63260713,0
1,26,0,1,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,45,0,1,7,2,30028818,0,28912201,32351048,6406148,67669397,18417675,15534909,33952584,0
1,30,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,26,0,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,51,1,1,3,4,26024977,0,47021002,31646371,23399979,102067352,13679795,28379236,42059031,0
1,25,1,3,8,5,80076847,0,22485095,24423439,23399979,70308513,12278451,19218445,31496896,0
1,23,0,5,9,6,30028818,0,33042515,17584877,12812296,63439688,74071088,25544516,99615604,0
1,29,1,4,9,6,37369196,0,13493401,21220366,14413833,49127600,37369198,25144131,62513329,0
1,91,0,0,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,32,0,3,10,4,30028818,0,41303146,12812296,80076847,134192289,29895358,31374109,61269467,0
1,66,0,0,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,47,1,1,7,7,19578791,0,35524435,14894295,23399979,73818709,13746526,17937214,31683740,0
1,25,1,4,12,6,6406148,1,39654752,91287605,23399979,154342336,84080696,17969246,102049942,1
1,27,1,3,9,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,21,1,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,72,0,0,5,1,30028818,0,28912201,80076847,23399979,132389027,26692283,28203066,54895349,0
1,25,1,0,10,2,46711493,0,89500557,30429203,23399979,143329739,25357668,99455452,124813120,0
1,18,0,0,9,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,39,1,6,8,8,71762204,1,24781887,12251758,80076849,117110494,26692283,24423439,51115722,1
1,19,1,2,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,20,1,3,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,34,1,5,11,7,11210759,0,38415656,24263286,23399979,86078921,68065324,22581671,90646995,0
1,36,1,5,8,7,73403783,0,26161044,10490067,23399979,60051090,11344221,28203066,39547287,0
1,22,1,2,10,4,10143067,0,49563774,23062132,19218445,91844351,10145737,31069818,41215555,0
1,19,1,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,80,0,2,1,4,1227845,1,28912201,60858407,23399979,113170587,2535767,26905823,29441590,1
0,36,1,4,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,28,1,4,8,6,30028818,0,37172832,21458994,19218445,77850271,29308126,31710432,61018558,0
1,25,1,3,13,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,51,0,0,9,1,30028818,0,14043069,47245342,23399979,84688390,81411463,14573987,95985450,0
1,59,0,0,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,29,1,5,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,32,1,4,9,6,14680755,0,64680737,13484941,23399979,101565657,12732219,25688654,38420873,0
1,53,0,3,1,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,30,1,1,9,3,2936151,0,81923103,10409991,23399979,115733073,21353827,41639962,62993789,0
1,24,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,69,0,0,1,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,38,0,2,8,4,28026898,0,82606287,36034584,23399979,142040850,64061481,12604096,76665577,0
1,19,1,2,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,58,1,3,8,5,1601537,0,6712542,16736061,23399979,46848582,26692283,73670702,100362985,0
1,47,1,4,9,6,12011527,0,41651593,24103131,23399979,89154703,10676913,15695063,26371976,0
1,21,1,3,3,5,13346142,1,28912201,42921192,23399979,95233372,66730708,15454832,82185540,1
1,22,0,3,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,36,1,3,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,35,1,8,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,7,7,9,80076847,0,28912201,15534909,23399979,67847089,49380727,13436895,62817622,0
1,42,1,4,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,2,11,4,38703811,0,62374603,29308127,1601537,93284267,73403783,5475655,78879438,0
1,26,1,4,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,1,16,3,30028818,0,12322626,19394614,88084536,119801776,2936151,88084536,91020687,0
1,29,1,2,10,4,12185027,1,47469446,28347205,20819981,96636632,10676913,20019213,30696126,1
1,41,0,0,11,1,10409991,0,18192484,14125557,23399979,55718020,20019212,4724534,24743746,0
1,20,1,3,10,5,37369196,0,46367291,75912857,48046112,170326260,11891412,31566294,43457706,0
1,67,1,4,10,6,27759974,0,33042515,1016976,16015369,50074860,13346142,72069163,85415305,0
1,31,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,68,0,0,1,2,26692283,0,37176559,11851374,12812296,61840229,33365355,4103138,37468493,0
1,25,1,3,10,5,80076849,1,33042515,19218443,23399979,75660937,24023056,12011527,36034583,1
1,22,1,2,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,24,1,2,8,4,15348064,1,44750278,23462517,23399979,91612774,19391944,30829588,50221532,1
1,32,1,5,10,7,17603559,0,13920652,11771297,23399979,49091928,42707653,23542593,66250246,0
1,32,1,4,10,6,30028818,0,53010906,2684176,23399979,79095061,72736468,60858406,133594874,0
1,58,1,0,3,4,30028818,0,37761951,29163989,23399979,90325919,96092218,59256868,155349086,0
1,23,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,24,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,48,1,5,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,35,1,6,12,8,66730708,0,41303144,48846878,23399979,113550001,21727518,87283764,109011282,0
1,78,0,0,1,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,29,1,2,9,4,72069163,0,50773999,25864822,23399979,100038800,12545373,93369606,105914979,0
1,23,1,4,9,6,26692283,0,28912201,16736061,23399979,69048241,13346142,33952583,47298725,0
1,26,1,4,8,6,28827665,0,33042515,10249837,23399979,66692331,53384566,16015369,69399935,0
1,29,1,2,8,4,74738393,1,10602181,68225479,40038424,118866084,53384566,70467628,123852194,1
1,34,1,2,10,4,30696127,0,24781887,48526572,23399979,96708438,12011528,10570145,22581673,0
0,21,1,0,10,2,45376883,0,28912201,16095447,10089683,55097331,93422991,40679039,134102030,0
1,29,1,1,9,3,48046112,0,20651573,11851374,23399979,55902926,17349985,14253679,31603664,0
1,35,1,6,10,8,33365355,0,44750278,27017929,23399979,95168186,37369196,54532333,91901529,0
1,24,1,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,35,1,4,10,6,14947679,0,21858374,29067896,23399979,74326249,1601537,15214602,16816139,0
0,35,1,0,7,2,19351906,0,44750278,99455444,23399979,167605701,93422985,34673275,128096260,0
1,32,1,4,10,6,15348063,0,82606287,17136446,1601537,101344270,28026897,11851374,39878271,0
1,40,1,3,19,5,85415306,0,52254071,14654063,23399979,90308113,26692283,23702747,50395030,0
1,20,1,1,8,3,66730709,0,28912201,23222287,23399979,75534467,2936151,23222286,26158437,0
1,54,0,0,9,1,12011528,0,72700995,22261365,23399979,118362339,26692283,42440729,69133012,0
1,31,1,5,9,7,71535316,0,41303146,1321268,23399979,66024393,54051876,60698254,114750130,0
0,63,0,0,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,27,1,3,14,5,90753765,0,34285342,32831509,32030739,99147590,60057635,66944244,127001879,0
1,36,0,4,10,6,86082611,0,16521257,23862901,23399979,63784137,26692283,48062126,74754409,0
0,52,0,2,9,4,61926098,1,28912201,53571411,23399979,105883591,33365355,23222286,56587641,1
1,19,1,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,3,9,5,59256868,1,28912201,13452911,23399979,65765091,93422991,34433044,127856035,1
1,31,0,2,10,3,35233815,0,57824402,11851374,48046112,117721888,12144989,27786667,39931656,0
0,20,1,1,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,27,1,2,8,4,94757605,0,15386201,99135139,16015369,130536709,24556902,29468281,54025183,0
1,29,0,9,8,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,36,1,5,9,7,1601537,1,20651573,22197302,12011527,54860402,22021134,44522728,66543862,1
1,34,1,4,14,7,30028818,0,98444366,16688016,80076847,195209229,26692283,34433044,61125327,0
1,22,1,2,9,4,26692283,1,41303146,72069168,48046108,161418422,14680755,95131302,109812057,1
1,28,1,7,10,9,42707653,1,28912201,34272891,96092224,159277316,39371116,43401653,82772769,1
1,22,1,1,1,3,21353827,0,6712542,36194736,23399979,66307257,15881909,67264557,83146466,0
1,30,1,6,10,8,66730709,0,28912201,51489417,80076847,160478465,28694205,49167187,77861392,0
1,23,1,0,9,2,30028818,0,2251208,13933372,23399979,39584559,17349985,14253679,31603664,0
1,17,1,4,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,1,10,3,30028818,0,28912201,15214601,23399979,67526781,29361513,52690567,82052080,0
1,24,1,3,10,5,16682676,0,28912201,83279922,16015369,128207492,37903044,24343363,62246407,0
1,23,1,4,9,6,20286135,0,45541229,12011527,23399979,80952735,13346142,16143494,29489636,0
1,33,0,4,10,5,15681717,0,10285602,14814217,60858406,85958225,29601741,1643177,31244918,0
1,30,0,3,13,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,0,3,10,4,30028818,0,28912201,14013449,23399979,66325629,26692283,24263285,50955568,0
1,32,1,4,8,6,67758365,0,41303144,76873779,23399979,141576902,40038425,15374755,55413180,0
1,43,1,6,6,9,18017291,0,28912201,32671356,23399979,84983536,66730708,22693779,89424487,0
1,42,1,2,9,4,60858407,0,53080133,28587436,28827665,110495234,74738393,51889797,126628190,0
1,37,1,6,10,9,17083061,0,37172832,23510564,35233814,95917210,40038425,60698254,100736679,0
1,41,0,3,14,4,19585463,0,42650009,34593201,23399979,100643189,13879987,11595128,25475115,0
1,31,0,5,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,55,0,4,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,61,1,0,4,2,11878066,0,20619279,66463783,23399979,110483041,13346141,30429204,43775345,0
1,47,1,2,1,5,43775349,1,27545317,31950662,59256868,118752847,20419598,18737984,39157582,1
1,21,1,2,10,3,40038424,0,2833024,29436249,23399979,55669252,65396094,10570145,75966239,0
1,34,0,1,9,3,93422985,0,41303144,38885318,23399979,103588441,31363434,14894294,46257728,0
0,20,1,1,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,42,0,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,31,1,2,9,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,26,1,2,9,4,30429204,0,53694088,13532988,3203074,70430150,46711493,17696983,64408476,0
0,23,1,1,10,2,93422991,0,23269824,19859059,23399979,66528862,26692283,72069163,98761446,0
1,25,1,4,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,47,1,0,5,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,41,0,3,10,4,20553058,0,37172832,99295296,23399979,159868107,53384566,25464439,78849005,0
1,58,1,0,9,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,23,1,1,10,3,17083061,0,82606287,12732219,23399979,118738485,27493052,37796272,65289324,0
1,20,1,4,10,6,56053796,0,20651573,21540672,19218445,61410690,37369196,61659176,99028372,0
1,19,1,2,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,0,10,2,53384566,1,28912201,16015369,23399979,68327549,53384566,65663018,119047584,1
1,35,1,2,12,4,90753765,0,388964,21620749,23399979,45409692,29228051,26249191,55477242,0
1,36,1,3,8,6,20019212,0,83646683,20243428,6406148,110296259,40038424,14573987,54612411,0
1,36,1,7,14,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,32,1,2,9,4,21353827,0,24781887,21540672,23399979,69722538,42707653,44042267,86749920,0
1,43,1,3,10,5,50715337,1,20651573,19298521,23399979,63350073,60057635,68866091,128923726,1
1,44,1,5,8,7,10676913,0,28912201,26905823,80076847,135894871,70734549,76553467,147288016,0
1,49,1,4,8,7,53384566,0,59792676,19378598,23399979,102571253,26692283,2234144,28926427,0
1,34,1,3,10,5,20019212,0,28912201,78475311,23399979,130787491,13479604,62459941,75939545,0
1,34,0,3,1,5,74738393,0,86053429,736707,23399979,110190115,14680755,89686069,104366824,0
1,36,1,4,14,6,1601537,0,20651573,17136446,23399979,61187998,2175421,14109541,16284962,0
1,37,0,2,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,57,1,4,1,7,40038424,0,83646683,11370913,23399979,118417575,26692283,58936562,85628845,0
1,61,0,0,1,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,29,1,4,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,58,1,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,45,1,3,9,6,26692283,0,17142671,35249829,23399979,75792479,19618828,55733486,75352314,0
1,31,1,4,9,6,48046112,0,42236978,19859059,23399979,85496016,70734549,14253679,84988228,0
1,23,1,3,10,5,50715337,0,20651573,16655984,16015369,53322926,40038424,10329914,50368338,0
1,36,1,4,10,7,42040348,0,39654752,2794682,23399979,65849413,47512264,64413818,111926082,0
1,35,1,3,10,6,80076847,0,40825528,30669434,23399979,94894941,2268844,14413833,16682677,0
1,21,1,2,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,5,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,48,1,8,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,35,1,5,14,7,85415306,0,76069229,40198578,23399979,139667786,50715337,72069163,122784500,0
1,19,0,0,1,2,73937621,0,33042515,35233814,23399979,91676308,26692283,23222287,49914570,0
1,73,0,0,1,2,13346142,1,3876037,54452259,23399979,81728275,20819981,68065324,88885305,1
1,36,1,2,7,4,30028818,0,24781887,20419597,17616907,62818391,46711496,22101212,68812708,0
1,40,1,3,4,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,19,1,2,11,4,80076847,0,18553818,28106973,25624591,72285382,38703811,46124264,84828075,0
1,37,0,2,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,18,1,3,9,4,3203074,0,20651573,66463783,48046108,135161464,6406148,3074951,9481099,0
1,37,1,5,10,7,10143067,0,25094307,18577829,23399979,67072115,91020679,17456753,108477432,0
1,21,1,3,5,5,18684598,1,18381764,13324788,23399979,55106531,44042268,54452257,98494525,1
1,37,0,4,9,5,30028818,0,16729337,13693141,48046112,78468590,13012488,18779623,31792111,0
1,22,0,3,8,7,93422991,1,20651573,1992312,96092224,118736109,36034582,26265207,62299789,1
1,26,1,2,11,4,17750368,0,94314049,38148611,23399979,155862639,23489211,18337599,41826810,0
1,35,1,3,10,5,15815178,0,10325787,53411261,32030739,95767787,46711493,34192814,80904307,0
0,25,0,0,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,51,0,2,14,3,58723021,0,75386055,11851374,76873775,164111204,26692283,22421518,49113801,0
1,49,1,0,14,3,80076847,0,35524435,38901334,23399979,97825748,14680757,25624592,40305349,0
1,81,0,1,1,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,25,0,3,10,4,30028818,0,34285342,10105698,80076847,124467887,29895358,45964111,75859469,0
1,34,1,5,10,8,53384566,0,28912201,17761046,23399979,70073226,13613064,16575909,30188973,0
1,27,1,3,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,67,1,3,1,5,18951521,1,22030728,14381802,23399979,59812509,24690361,46444572,71134933,1
1,56,1,2,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,32,1,4,14,6,22955364,0,14628458,27065976,40038425,81732859,11210759,11819343,23030102,0
1,33,1,8,10,10,10837068,0,22925111,16896216,23399979,63221306,14814218,17200508,32014726,0
1,19,1,2,7,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
0,20,0,0,14,2,53384566,0,28912201,15294678,23399979,67606858,10676913,18802044,29478957,0
1,26,1,4,12,6,30028818,0,53010906,44042267,28827665,125880838,26692283,52850719,79543002,0
1,18,1,3,8,4,18284214,0,79516365,17857138,1601537,98975040,66730708,80076847,146807555,0
1,31,1,1,4,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,32,1,2,1,4,46711496,0,24577237,21925041,23399979,69902257,28133665,67264557,95398222,0
1,22,1,2,9,4,20019212,0,28912201,10634206,23399979,62946386,17349985,52530415,69880400,0
1,40,1,6,7,9,36034582,0,34766083,12540034,23399979,70706096,42707653,16175524,58883177,0
1,46,0,3,9,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,19,1,2,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,35,1,7,5,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,34,1,3,10,5,2268844,0,1937988,36138681,86483002,124559671,1134422,22501595,23636017,0
1,24,1,3,10,5,77474351,0,71255737,52049953,6406148,129711838,1601537,28443296,30044833,0
1,20,1,2,10,4,11210759,0,28912201,19666875,23399979,71979055,26692283,43721962,70414245,0
1,21,1,1,7,3,45376883,1,28912201,13452911,23399979,65765091,41373043,46092236,87465279,1
1,33,1,2,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,35,1,3,10,5,6406148,0,53010906,16575908,23399979,92986793,66730708,33632276,100362984,0
1,34,1,3,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,31,1,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,5,9,7,88084536,0,62030194,28555405,23399979,113985578,40705733,24343363,65049096,0
1,23,1,2,9,4,29895358,0,41303144,79276085,23399979,143979208,14680755,24503517,39184272,0
1,17,1,1,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,56,1,3,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,2,9,4,66730709,0,26505453,11851374,23399979,61756806,20553057,18625875,39178932,0
1,41,0,5,14,8,21353827,0,74345665,51169107,48046108,173560880,15481524,4617231,20098755,0
1,28,0,3,13,4,30028818,0,28912201,63020483,23399979,115332663,14680755,24055086,38735841,0
